author_display,title,id,author_id
"Marriott, Sir James",CANZONETTA. ,o4985-w0560,pers00057
"Blamire, Susanna","I'VE GOTTEN A ROCK, I'VE GOTTEN A REEL. ",bsb18-w0490,pers00280
"Baillie, Joanna",A HYMN. ,bjb18-w0910,pers00287
"Delap, John",To SICKNESS; AN ELEGY. ,o5089-w0170,pers00169
"Mills, Andrew Hervey",THE LOVER AND THE FRIEND. ,o4985-w0570,pers00238
"Leapor, Mary",The FALL of LUCIA. ,o5125-w0140,pers00154
"Shiels, Robert ",THE POWER OF BEAUTY. ,o4984-w0390,pers00253
"Chandler, Mary","A POEM on the Princess Amelia. In Answer to Damon, who invited the Nymphs of Bath, to sing her Praise.",pmc36-w0050,pers00325
Anonymous,A Rebus. ,pyl90-w0060,pers00322
"Rowe, Elizabeth",A Farewel to LOVE. ,oar96-w0510,pers00265
"Barbauld, Anna Laetitia",The INVITATION: To MISS B—. ,o3555-w0020,pers00149
"Berkeley, George Monck","THE VIRGIN'S MIDNIGHT HYMN, SUPPOSED TO BE SUNG BY A CHORUS OF NUNS AT BRUSSELS, IN THE YEAR 1786, WHEN THE AUTHOR WAS THERE. INSCRIBED TO THE HON. MISS MOLESWORTHS, DAUGHTERS OF LORD MOLESWORTH, AND TO MISS HORNES, DAUGHTERS OF THE BISHOP OF NORWICH.",o5280-w0090,pers00277
"Rowe, Elizabeth",A Pastoral on the QUEEN. ,oar96-w0500,pers00265
Anonymous,An Answer to a Rebus. ,pyl90-w0070,pers00322
"Barbauld, Anna Laetitia",The GROANS of the TANKARD. ,o3555-w0030,pers00149
"Berkeley, George Monck","IMPROMPTU, ON HEARING, AS HE WAS RISING IN THE MORNING, OF THE DEATH OF THE REV. JOHN DUNCOMBE, M.A. INSCRIBED TO MRS. DUNCOMBE, OF CANTERBURY.",o5280-w0080,pers00277
"Seward, Anna",SONNET. INVITATION TO A FRIEND.,bse96-w0110,pers00282
"Herbert, Nicholas","GENIUS, VIRTUE, and REPUTATION. A FABLE. From Mons. DE LA MOTTE, Book v. Fable 6.",o5154-w0390,pers00104
"Day, Eliza",MORNING HYMN. ,bed98-w0780,pers00340
"Mason, William","An ODE Performed in the Senate-House at Cambridge July 1, 1749, At the Installation of his Grace THOMAS HOLLES Duke of NEWCASTLE CHANCELLOR of the University. Recitative.",o5155-w0570,pers00051
"Seward, Anna",SONNET. ,bse96-w0100,pers00282
"Congreve, William","A HYMN TO HARMONY, In HONOUR of St. CECILIA's Day. MDCCI. ",o5069-w0010,pers00339
"Moore, Edward","To the Right Hon. HENRY PELHAM, Esq; THE humble Petition of the worshipful company Poets and News-writers,",o5155-w0560,pers00141
"Day, Eliza",MORNING HYMN. ,bed98-w0790,pers00340
"Hervey, John, Baron of Ickworth",An EPISTLE to a LADY. ,o5154-w0380,pers00106
"Egerton, Sarah Fyge","On the Author of Religion by Reason, or the Light of Nature a Guide to Divine Truth. ",pse03-w0320,pers00272
"Wesley, Charles",A PRAYER under Convictions. ,o3900-w0570,pers00309
"Lennox, Charlotte","SHALLUM to HILPAH, An EPISTLE. From the SPECTATOR.",o5247-w0300,pers00295
"Wesley, Charles",After a Recovery from Sickness. ,o3900-w0560,pers00309
"Egerton, Sarah Fyge",On Atheism. ,pse03-w0330,pers00272
"Beattie, James",RETIREMENT. AN ODE.,o4987-w0250,pers00207
"Duck, Stephen","FELIX and CONSTANCE. A POEM, taken from BOCCACE.",o4741-w0400,pers00091
"Hutchinson, Benjamin",KIMBOLTON PARK. ,o4987-w0240,pers00235
"Duck, Stephen",[Ad JOANNEM MILTONUM.] ,o4741-w0410,pers00091
"Young, Edward","[The Complaint: or, Night-Thoughts on Life, Death & Immortality.] Night I. On life, death, and immortality.",ayo19-w0010,pers00267
"Barber, Mary",Sent as from a School-fellow to my Son Anno 1727.,pba35-w0480,pers00087
"Jones, Mary",The Author's Silence excus'd. ,pjo50-w0450,pers00273
"Smith, Charlotte",Song. ,n22cs-w0650,pers00290
"Barber, Mary / Swift, Jonathan",Apollo's Edict. ,pba35-w0490,"pers00087,pers00148"
"Smith, Charlotte",Peasant of the Alps. From the Novel of Celestina. ,n22cs-w0640,pers00290
"Jones, Mary",Written on some Ivory Leaves. ,pjo50-w0440,pers00273
"Baillie, Joanna",A SUMMER'S DAY. ,bjb18-w0020,pers00287
"Bentley, Richard","A Reply to a Copy of Verses made in Imitation of Ode II. Book III. of HORACE. Angustam amice pauperiem pati, &c.",o5157-w0240,pers00006
"Pope, Alexander","Inscription on a GROTTO of Shells at CRUX-EASTON, the Work of Nine young Ladies. ",o5157-w0250,pers00012
"Baillie, Joanna","NIGHT SCENES OF OTHER TIMES. A Poem, in Three Parts.",bjb18-w0030,pers00287
"Wesley, Charles","Congratulation to a Friend, upon Believing in CHRIST. ",o3900-w1280,pers00309
"Wesley, Charles",HYMN for CHRISTMAS-DAY. ,o3900-w1290,pers00309
"Leapor, Mary",On WINTER. ,o5125-w0620,pers00154
"Brown, John",AN INSCRIPTION WRITTEN AT A FAVOURITE RETIREMENT IN MAY MDCCLVIII. ,o4985-w0210,pers00036
"Delany, Patrick",A SONG. I.,o5089-w0610,pers00170
"Brown, John",THE CURE OF SAUL. A SACRED ODE.,o4985-w0200,pers00036
"Gray, Thomas",Song I ,tgaen-wsng1,pers00039
"Leapor, Mary",MIRA to OCTAVIA. ,o5125-w0630,pers00154
Anonymous,THE WISH. I.,o5089-w0600,pers00165
"Chatterton, Thomas","THE ADVICE. ADDRESSED TO MISS M—— R——, OF BRISTOL.",o4039-w0160,pers00288
"Prior, Matthew",ANOTHER [EPIGRAM]. ,pmp18-w0680,pers00314
"Tighe, Mary","To Lady Charlemont, in Return for Her Presents of Flowers ",pmt18-w0340,pers00320
"Rowe, Elizabeth",Paraphrase on Cant. 5. 6. &c. ,oar96-w0260,pers00265
"Prior, Matthew","To a Person who wrote Ill, and spake Worse against Me. ",pmp18-w0690,pers00314
"Tighe, Mary","Written at West-Aston. June, 1808.",pmt18-w0350,pers00320
"Chatterton, Thomas",THE COPERNICAN SYSTEM. ,o4039-w0170,pers00288
"Rowe, Elizabeth","A Pindarick, to the Athenian Society. ",oar96-w0270,pers00265
"Mendez, Moses",THE SQUIRE of DAMES. A POEM. In SPENSER's STILE.,o5155-w0200,pers00033
"Tickell, Thomas",COLIN AND LUCY. ,o5152-w0030,pers00011
"Hoadly, John",BOOK XII. Ep. 30. ,o5156-w1238,pers00108
"Mendez, Moses",On the Death of a Lady's Owl. ,o5155-w0210,pers00033
"Tickell, Thomas","To the Right Honourable the Earl of WARWICK, &c. On the Death of Mr. ADDISON. ",o5152-w0020,pers00011
"Macpherson, James",[FRAGMENT] V. ,o4688-w0050,pers00291
"Egerton, Sarah Fyge",A SONG. ,pse03-w0450,pers00272
"Williams, Helen Maria",SONNET TO SIMPLICITY.,bhw18-w0280,pers00276
"Macpherson, James",[FRAGMENT] IV. ,o4688-w0040,pers00291
"Egerton, Sarah Fyge",To Clarona drawing Alexis's Picture and presenting it to me. ,pse03-w0440,pers00272
"Williams, Helen Maria",SONNET TO THE STRAWBERRY.,bhw18-w0290,pers00276
"Duck, Stephen",PENELOPE to ULYSSES. Paraphras'd from OVID.,o4741-w0370,pers00091
"Carmichael, Rebekah",A ROMANTIC SCENE Which happened in the year 1746.,prc90-w0060,pers00328
"Smollett, Tobias",ODE TO SLEEP. ,o4987-w0520,pers00185
"Prior, Matthew",FOR THE NEW YEAR: TO THE SUN. Intended To be Sung before Their Majesties on New-Years Day. 1693/4.,omp94-w0010,pers00314
"Duck, Stephen","A Description of a Journey To Marlborough, Bath, Portsmouth, &c. To the Right Honourable the Lord Viscount PALMERSTON.",o4741-w0360,pers00091
"Carmichael, Rebekah",THE VILLAIN's SOLILOQUY ,prc90-w0070,pers00328
"Smollett, Tobias",ODE TO MIRTH. ,o4987-w0530,pers00185
"Jones, Mary","EXTEMPORE. ON A Drawing of the Countess of HERTFORD's, now Duchess of SOMERSET. ",pjo50-w0320,pers00273
"Smith, Charlotte","SONNET [12] XII. Written on the Sea Shore. — October, 1784. ",n22cs-w0120,pers00290
"Hunter, Anne","[BIRTHDAY ODE] TO THE SAME, AGED 23, A LIEUTENANT IN THE ARMY, THEN WITH HIS REGIMENT IN CORSICA, 1793.",bah18-w0100,pers00281
"Pomfret, John",The Choice. ,ppo24-w0010,pers00257
"Hunter, Anne","[BIRTHDAY ODE] TO THE SAME, AGED 26, A CAPTAIN OF INFANTRY IN PORTUGAL, 1798.",bah18-w0110,pers00281
"Smith, Charlotte",SONNET [13] XIII. From Petrarch. ,n22cs-w0130,pers00290
"Jones, Mary",ANSWER to a LETTER From the Hon. Miss LOVELACE. ,pjo50-w0330,pers00273
"Swift, Jonathan",A Grubstreet ELEGY On the supposed Death of PATRIGE THE Almanack-Maker. Anno. 1708.,psw11-w0090,pers00148
"Alsop, Anthony",A TALE. To CHLORINDA.,o5157-w0530,pers00072
"Baillie, Joanna",SONG. ,bjb18-w0750,pers00287
"Baillie, Joanna","SONG, WRITTEN FOR A WELCH MELODY.",bjb18-w0740,pers00287
"Alsop, Anthony",The Fable of IXION. To CHLORINDA.,o5157-w0520,pers00072
"Cristall, Ann Batten",VERSES WRITTEN IN THE SPRING. ,cac95-w0090,pers00301
"Lyttelton, George, 1st Baron Lyttelton",To the Same. On her pleading want of Time.,o5153-w0240,pers00030
"Yearsley, Ann",SOLILOQUY. ,pye85-w0120,pers00256
"Gerrard, John",A SONG. ,o4987-w0890,pers00224
"Little, Janet",TO THE PUBLIC. ,bjl92-w0020,pers00338
"Ridley, Glocester","PSYCHE: or the GREAT METAMORPHOSIS. A POEM, written in Imitation of SPENSER,",o5154-w0070,pers00022
"Day, Eliza","THOUGHTS OCCASIONED BY THE DEATH OF AN AMIABLE YOUTH, WHILE HIS FRIENDS WERE MET TO CELEBRATE HIS BIRTH-DAY.",bed98-w0460,pers00340
"Somervile, William","An Address to his Elbow-chair, new cloath'd. ",o5155-w0690,pers00008
"Gerrard, John",AN EPISTLE FROM AN UNFORTUNATE GENTLEMAN TO A YOUNG LADY. ,o4987-w0880,pers00224
"Cristall, Ann Batten","SONG, ON LEAVING THE COUNTRY EARLY IN THE SPRING.",cac95-w0080,pers00301
"Lyttelton, George, 1st Baron Lyttelton",To the Same. ,o5153-w0250,pers00030
"Yearsley, Ann",ADDRESS TO FRIENDSHIP. ,pye85-w0130,pers00256
"Marriott, Sir James",ODE to FANCY. ,o5155-w0680,pers00057
"Day, Eliza",SONG. ,bed98-w0470,pers00340
"Lowth, Robert",An ODE. TO THE People of GREAT BRITAIN. In Imitation of the Sixth ODE of the Third Book of HORACE. Written in 1746.,o5154-w0060,pers00031
"Little, Janet",TO HOPE. ,bjl92-w0030,pers00338
"Tate, Nahum",The Gold-hater. ,oat77-w0320,pers00344
"Prior, Matthew",An ODE. ,pmp18-w0210,pers00314
"Berkeley, George Monck",ODE TO TRAGEDY. TO MRS. SIDDONS.,o5280-w0370,pers00277
"Opie, Amelia",SONG. ,bao18-w0320,pers00279
"Opie, Amelia",SONG. ,bao18-w0330,pers00279
"Prior, Matthew",IN IMITATION OF ANACREON. ,pmp18-w0200,pers00314
"Tate, Nahum",The Ingrates. ,oat77-w0330,pers00344
"Berkeley, George Monck",ODE TO CONSCIENCE. TO MRS. YEARSLEY.,o5280-w0360,pers00277
"Thornton, Bonnell","AN ODE ON ST. CAECILIA'S DAY, Adapted to the antient British music, viz. the salt-box, the Jew's harp, the marrow-bones and cleavers, the hum-strum or hurdy-gurdy, &c. as it was performed on June 10, 1763, at Ranelagh.",o5089-w0280,pers00188
"Gray, Thomas",ODE. ,o5157-w0880,pers00039
"Blamire, Susanna",O THERE IS NOT A SHARPER DART. ,bsb18-w0760,pers00280
"Edwards, Thomas",SONNET IV. ,o5153-w0773,pers00016
"Collier, Mary",The First and Second Chapters of the First Book of Samuel Versified. ,pco62-w0060,pers00293
"Dalton, John","SOME THOUGHTS ON BUILDING and PLANTING, TO Sir JAMES LOWTHER, Bart. OF LOWTHER-HALL.",o4984-w0060,pers00218
"Alcock, Mary",WRITTEN AT HARROWGATE. ,pma99-w0130,pers00306
"Gray, Thomas",ODE. ,o5157-w0890,pers00039
"Blamire, Susanna",I AM OF A TEMPER FIXED AS A DECREE. ,bsb18-w0770,pers00280
"Garrick, David","ADVICE to the Marquis of ROCKINGHAM, upon a late Occasion. Written in 1765, by an OLD COURTIER.",o5089-w0290,pers00098
"Alcock, Mary",THE BODY-POLITIC. ,pma99-w0120,pers00306
"Whitehead, William","ELEGY II. On the MAUSOLEUM of AUGUSTUS. To the Right Honourable George Bussy Villiers, Viscount Villiers. Written at ROME, 1756. ",o5157-w0071,pers00038
"Collier, Mary",AN ELEGY UPON STEPHEN DUCK. ,pco62-w0070,pers00293
"West, Gilbert",THE HYMN OF CLEANTHES. ,o4984-w0070,pers00024
"Griffith, Elizabeth",AMANA. ,o3838-w0010,pers00297
"Merrick, James",The WISH. ,o5156-w0740,pers00045
"Finch, Anne, countess of Winchilsea",For the Better. Imitated from Sir Roger L'Estrange.,o4784-w0340,pers00268
"Chatterton, Thomas",ACROSTIC ON MISS [ELEANOR HOYLAND]. 1768.,o4198-w0040,pers00288
"Chatterton, Thomas",ACROSTIC ON MISS [SALLY CLARKE]. 1768.,o4198-w0050,pers00288
"Merrick, James",The BEARS and BEES. A FABLE.,o5156-w0750,pers00045
"Finch, Anne, countess of Winchilsea",VERSES Written under the King of Sweden's Picture.,o4784-w0350,pers00268
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM XVII. ,o5153-w0806,pers00119
"Barber, Mary / Boyle, John, Fifth Earl of Orrery, Fifth Earl of Cork","The Earl's Answer, written extempore. ",pba35-w0760,"pers00087,pers00260"
"Manners, Catherine Rebecca Grey, Lady",To Solitude. ,pcm93-w0240,pers00313
"Bourne, Vincent / Cowper, William","[Translation] 1. THE GLOW-WORM, ",o3794-w0310,"pers00270,pers00269"
"Parnell, Thomas",An ALLEGORY on MAN. ,o4106-w0150,pers00294
"Barber, Mary",Reply to the foregoing Verses. ,pba35-w0770,pers00087
"Parnell, Thomas",The BOOK-WORM. ,o4106-w0140,pers00294
"Hunter, Anne",THE SONG AT MARIA'S GRAVE. IN TWO PARTS.,bah18-w0580,pers00281
"Manners, Catherine Rebecca Grey, Lady",On a Child. ,pcm93-w0250,pers00313
"Cowper, William",A REFLECTION on the foregoing ODE. ,o3794-w0300,pers00269
"Chapone, Hester Mulso",SONNET TO A ROBIN-RED-BREAST. ,o4986-w0750,pers00212
"Gay, John",FABLE [24] XXIV. The Butterfly and the Snail.,ojg27-w0250,pers00303
"Watts, Isaac",SONG XV. Against Lying.,o5454-w0150,pers00292
"Watts, Isaac",SONG XIV. Examples of early Piety.,o5454-w0140,pers00292
Anonymous,ALEXIS: A PASTORAL BALLAD.,o4986-w0740,pers00199
"Gay, John",FABLE [23] XXIII. The Old Woman and her Cats.,ojg27-w0240,pers00303
"Wesley, Charles",HYMN of THANKSGIVING to the FATHER. ,o3900-w0690,pers00309
"Kelly, Isabella",To ARTHUR. ,pik94-w0060,pers00327
"Watts, Isaac",THE Transcendent Glories OF THE DEITY. ,o4672-w0020,pers00292
"Wesley, Charles","ACTS i. 4. Wait for the Promise of the Father, which ye have heard of me. ",o3900-w0680,pers00309
"Williams, Helen Maria","HYMN, WRITTEN AMONG THE ALPS.",bhw18-w0600,pers00276
"Watts, Isaac",GOD Appears most Glorious IN OUR Salvation by CHRIST. ,o4672-w0030,pers00292
"Kelly, Isabella",TO THE MEMORY OF THE LATE CAPTAIN T. H. ABBOTT. RESPECTFULLY ADDRESSED TO THE OFFICERS OF THE ARTILLERY.,pik94-w0070,pers00327
"Burns, Robert","MAN WAS MADE TO MOURN, A DIRGE.",cbu86-w0180,pers00307
"Burns, Robert","WINTER, A DIRGE.",cbu86-w0190,pers00307
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM VII. ,o5153-w0796,pers00119
"Collins, William",ODE ON THE DEATH OF MR. JAMES THOMSON. ,o4985-w0020,pers00048
"Leapor, Mary",ADVICE to MYRTILLO. ,o5125-w0410,pers00154
"Pitt, Christopher",A DIALOGUE BETWEEN A POET AND HIS SERVANT. ,o5089-w0420,pers00017
"Leapor, Mary",The TEMPLE of LOVE. ,o5125-w0400,pers00154
"Collins, William",ODE TO PITY. ,o4985-w0030,pers00048
"Fawkes, Francis",PARODY ON THE CITY AND COUNTRY MOUSE. ,o5089-w0430,pers00043
"Tate, Nahum",The Voyagers. ,oat77-w0580,pers00344
"Tighe, Mary","Written at Killarney. July, 20 1800.",pmt18-w0170,pers00320
"Rowe, Elizabeth",PARAPHRASE ,oar96-w0050,pers00265
"Barber, Mary","To a Lady, who valu'd herself on speaking her Mind in a blunt Manner, which she call'd being sincere. ",pba35-w1140,pers00087
"Wesley, Samuel",PSALM CXVI. ,o3900-w0910,pers00308
"Tate, Nahum",The Choice. ,oat77-w0590,pers00344
"Pope, Alexander",ODE FOR MUSICK. ,o3688-w0010,pers00012
"Tighe, Mary","Written at the Eagle's Nest, Killarney. July 26, 1800.",pmt18-w0160,pers00320
"Rowe, Elizabeth",TO Mrs. MARY FRIEND; Knowing her but by Report.,oar96-w0040,pers00265
"Grierson, Constantia","Prologue to Theodosius: Spoken by Athenais at the Theatre in Dublin, when Lord and Lady Carteret were in Ireland. ",pba35-w1150,pers00261
"Wesley, Samuel",PSALM CXIII. ,o3900-w0900,pers00308
"West, Gilbert",EDUCATION. A POEM: IN TWO CANTOS.,o5155-w0030,pers00024
"Green, Matthew",The SPARROW and DIAMOND. A SONG.,o5152-w0200,pers00101
"Ferrar, Martha",ODE to SPRING. ,o5156-w1160,pers00095
"Gray, Thomas",HYMN to ADVERSITY. ,o5155-w0020,pers00039
"Ferrar, Martha",ODE to CYNTHIA. ,o5156-w1170,pers00095
"Green, Matthew",JOVE and SEMELE. ,o5152-w0210,pers00101
"Watts, Isaac",A Funeral POEM ON Thomas Gunston Esq TO THE Dear Memory of my Honoured Friend Thomas Gunston Esq Who Died November 11. 1700. When he had just Finish't his Seat at NEWINGTON.,o4672-w0680,pers00292
"Gambold, John",The Mystery of Life. ,o3900-w0030,pers00311
"Watts, Isaac",AN ELEGY ON THE Reverend Mr. Tho. Gouge. ,o4672-w0690,pers00292
"Wesley, Charles",SOLITUDE. From the Latin.,o3900-w0020,pers00309
"Duck, Stephen","On a Screen, work'd in Flowers by Her Royal Highness ANNE, Princess of ORANGE. ",o4741-w0140,pers00091
"Shenstone, William","ODE to a Young Lady, Somewhat too sollicitous about her Manner of Expression. ",o5155-w0910,pers00035
"Carmichael, Rebekah",A REQUEST ,prc90-w0250,pers00328
"Duncombe, John","ODE TO THE HON. JOHN YORK. IMITATED FROM HORACE, BOOK II. ODE XVI.",o4987-w0710,pers00055
"Duck, Stephen","To His ROYAL HIGHNESS The DUKE of CUMBERLAND, On His BIRTH-DAY. ",o4741-w0150,pers00091
"Shenstone, William","The Princess ELIZABETH: A Ballad, alluding to a Story recorded of her, when she was a Prisoner at Woodstock, 1554.",o5155-w0900,pers00035
"Carmichael, Rebekah",AN ELEGY ,prc90-w0240,pers00328
"Duncombe, John",THE FEMINEAD: OR FEMALE GENIUS.,o4987-w0700,pers00055
"Smith, Charlotte","SONNET [31] XXXI. Written on Farm Wood, South Downs, May, 1784. ",n22cs-w0310,pers00290
"Jones, Mary",To the Same. On her desiring the Author to write a Satire upon her.,pjo50-w0110,pers00273
"Hunter, Anne",ELEGY. ,bah18-w0330,pers00281
"Hunter, Anne",A BALLAD OF THE EIGHTEENTH CENTURY.,bah18-w0320,pers00281
"Jones, Mary",To Miss CLAYTON. Occasion'd by her breaking an appointment to visit the AUTHOR.,pjo50-w0100,pers00273
"Smith, Charlotte",SONNET [30] XXX. To the River Arun. ,n22cs-w0300,pers00290
"Robinson, Mary",An ODE to CONTENTMENT. ,pro75-w0280,pers00271
"Davies, Sneyd",At seeing Archbishop WILLIAMS'S Monument in CARNARVONSHIRE. ,o5157-w0700,pers00028
"Baillie, Joanna","SONG, CALLED THE COUNTRY LADY'S REVEILLIE.",bjb18-w0560,pers00287
"Baillie, Joanna","VOLUNTEER'S SONG, WRITTEN IN 1803.",bjb18-w0570,pers00287
"Robinson, Mary",A SONG. ,pro75-w0290,pers00271
"Byrom, John","Extempore Verses upon a Trial of Skill between the two great Masters of Defence, Messieurs FIGG and SUTTON. ",o5157-w0710,pers00084
"Gray, Thomas","[Translation from Statius, Thebaid VI 646-88, 704-24] ",tgaen-wtra6,pers00039
"Lyttelton, George, 1st Baron Lyttelton","An Epistle to Mr. POPE. From Rome, 1730.",o5153-w0070,pers00030
"Hands, Elizabeth","CRITICAL FRAGMENTS, ON SOME OF THE ENGLISH POETS. ",peh89-w0440,pers00324
"Jenyns, Soame","To a LADY in Town, soon after her leaving the Country. ",o5154-w0240,pers00112
"Little, Janet",THE YOUNG MAN'S RESOLUTION. ,bjl92-w0210,pers00338
"Day, Eliza","HYMN Sung at a Charity Sermon, in Lancaster, on the 22d of January, 1797, for the Blind Asylum, Liverpool.",bed98-w0650,pers00340
"Lyttelton, George, 1st Baron Lyttelton",VERSES to be written under a Picture of Mr. POYNTZ. ,o5153-w0060,pers00030
"Day, Eliza",FOR EASTER SUNDAY. ,bed98-w0640,pers00340
"Little, Janet",THE ENVIED KISS. ,bjl92-w0200,pers00338
"Jenyns, Soame","To the Right Hon. the Lady MARGARET CAVENDISH HARLEY, presented with a Collection of POEMS. ",o5154-w0250,pers00112
"Prior, Matthew","TO THE COUNTESS of EXETER, Playing on the Lute. ",pmp18-w0020,pers00314
"Tate, Nahum",The Usurpers. ,oat77-w0110,pers00344
"Berkeley, George Monck","VERSES ON THE DUTCHESS OF RUTLAND'S PREFERRING MR. PETERS. TO GEORGE ATKINSON, M.D.",o5280-w0140,pers00277
"Opie, Amelia",SONG ,bao18-w0110,pers00279
"Opie, Amelia","BALLAD, FOUNDED ON FACT.",bao18-w0100,pers00279
"Tate, Nahum",Laura's Walk. ,oat77-w0100,pers00344
"Prior, Matthew",Picture of Seneca dying in a Bath. By Jordain. At the Right Honorable the Earl of Exeter's at Burleigh-House. ,pmp18-w0030,pers00314
"Berkeley, George Monck",ELEGY TO THE MEMORY OF LADY JANE GRAY AND MARY QUEEN OF SCOTS. TO JUDITH LADY LAURIE.,o5280-w0150,pers00277
"Finch, Anne, countess of Winchilsea",The TREE. ,o4784-w0850,pers00268
"Blamire, Susanna",THE WAEFU' HEART. ,bsb18-w0550,pers00280
"Merrick, James",THE IGNORANCE OF MAN. ,o4984-w0250,pers00045
"Chandler, Mary",To Mrs. Ward. ,pmc36-w0190,pers00325
"Leapor, Mary",An HYMN to the MORNING. ,o5125-w0080,pers00154
"Alcock, Mary","FROM THE XIITH CHAPTER OF ST. MARK, 41ST VERSE, TO THE END. ",pma99-w0300,pers00306
"Blamire, Susanna",THE SILLER CROUN. ,bsb18-w0540,pers00280
"Finch, Anne, countess of Winchilsea",Democritus and his Neighbours. Imitated from Fontaine.,o4784-w0840,pers00268
"Leapor, Mary",COLINETTA. ,o5125-w0090,pers00154
"Alcock, Mary",HYMN. ,pma99-w0310,pers00306
"Chandler, Mary","To Mrs. Jacob, On her Seat called, The Rocks, in Gloucestershire. ",pmc36-w0180,pers00325
"Harington, Henry","SLANDER: OR, THE WITCH OF WOKEY. ",o4984-w0240,pers00228
"Frederick II, King of Prussia / Hawkesworth, John",ODE to DEATH. Translated from the FRENCH of the King of PRUSSIA.,o5156-w0570,"pers00097,pers00044"
"Finch, Anne, countess of Winchilsea",An EPISTLE from Alexander to Hephaestion in his Sickness. ,o4784-w0170,pers00268
"Shenstone, William",To the Memory of an agreeable LADY bury'd in Marriage to a Person undeserving her. ,o5157-w0390,pers00035
"Shenstone, William",CLOE to LYSANDER. ,o5157-w0380,pers00035
"Williams, Sir Charles Hanbury","To Mr. GARNIER and Mr. PEARCE of BATH. A grateful ODE, in return for the extraordinary Kindness and Humanity they shewed to me and my eldest Daughter, now Lady ESSEX, 1753.",o5156-w0560,pers00027
"Finch, Anne, countess of Winchilsea",The SPLEEN. A Pindarick Poem.,o4784-w0160,pers00268
"Barber, Mary",To the Honourable Mrs. Percival. ,pba35-w0550,pers00087
"Manners, Catherine Rebecca Grey, Lady",The Child Of Sorrow. ,pcm93-w0070,pers00313
"Cowper, William",ANOTHER. Addressed to a YOUNG LADY.,o3794-w0120,pers00269
"Cowley, Hannah",TO REUBEN. ,o4739-w0170,pers00284
"Barber, Mary","To her Grace the Dutchess of Manchester, and Lady Diana Spencer, now Dutchess of Bedford. The humble Petition of little Jemmy Pen, at Tunbridge-Wells.",pba35-w0540,pers00087
"Manners, Catherine Rebecca Grey, Lady","Osmond and Matilda, A Tale.",pcm93-w0060,pers00313
"Cowper, William","VERSES, supposed to be written by ALEXANDER SELKIRK, during his solitary Abode in the Island of JUAN FERNANDEZ. ",o3794-w0130,pers00269
"Greatheed, Bertie",TO ANNA MATILDA. ,o4739-w0160,pers00286
"Shaw, Cuthbert",AN EVENING ADDRESS TO A NIGHTINGALE. ,o4986-w0560,pers00251
"Gay, John",FABLE [05] V. The Wild Boar and the Ram.,ojg27-w0060,pers00303
"Watts, Isaac",[MORAL SONG] III. The ROSE. ,o5454-w0360,pers00292
"Lowth, Robert","THE GENEALOGY OF CHRIST, AS IT IS REPRESENTED ON THE EAST WINDOW OF WINCHESTER COLL. CHAPEL, ",o4987-w0380,pers00031
"Gray, Thomas","The Triumphs of Owen. A Fragment from Mr. Evans's Specimens of the Welch Poetry; London, 1764, Quarto.",tgaen-wtrow,pers00039
"Scott, John","WINTER PROSPECTS IN THE COUNTRY. AN EPISTLE TO A FRIEND IN LONDON, 1756.",o4987-w0390,pers00250
"Watts, Isaac",[MORAL SONG] IV. The THIEF. ,o5454-w0370,pers00292
"Hawkesworth, John","THE DEATH OF ARACHNE, AN HEROI-COMI-TRAGIC-POEM.",o4986-w0570,pers00044
"Gay, John",FABLE [06] VI. The Miser and Plutus.,ojg27-w0070,pers00303
"Gray, Thomas",The Candidate ,tgaen-wcand,pers00039
"Kelly, Isabella",ON A CHILD'S BIRTH DAY. ,pik94-w0250,pers00327
"Prior, Matthew","The THIEF AND THE CORDELIER, A BALLAD. ",pmp18-w0900,pers00314
"Watts, Isaac",Brotherly Love. PSALM CXXXIII.,o4672-w0210,pers00292
"Williams, Helen Maria","VERSES ADDRESSED TO MY TWO NEPHEWS, ON SAINT HELEN'S DAY, 1809.",bhw18-w0430,pers00276
"Watts, Isaac",Praise to the LORD FROM All NATIONS. PSALM C.,o4672-w0200,pers00292
"Kelly, Isabella",ON BEHOLDING ARTHUR ASLEEP. ,pik94-w0240,pers00327
"Prior, Matthew",An EPITAPH. ,pmp18-w0910,pers00314
"Day, Eliza","TO AMANDA, On her recovery from sickness.",bed98-w0120,pers00340
"Carstairs, Christian",To a young Lady who was going to India. ,pcc86-w0310,pers00323
"Garrick, David",DEATH and the DOCTOR. Occasioned by a Physician's lampooning a Friend of the AUTHOR.,o5154-w0530,pers00098
"Little, Janet",THE RIVAL SWAINS. ,bjl92-w0560,pers00338
Anonymous,"The TRIUMPH of INDIFFERENCE. Being the same ODE,",o5153-w0700,pers00059
"Hands, Elizabeth",On an UNSOCIABLE FAMILY. ,peh89-w0330,pers00324
"Little, Janet",TO A LADY WHO SENT THE AUTHOR SOME PAPER WITH A READING OF SILLAR'S POEMS. ,bjl92-w0570,pers00338
"Garrick, David",Upon a LADY'S EMBROIDERY. ,o5154-w0520,pers00098
"Day, Eliza",ON THE DEATH OF A FRIEND. ,bed98-w0130,pers00340
"Carstairs, Christian",To Miss M— B. ,pcc86-w0300,pers00323
"Roderick, Richard",The SHEPHERD'S FAREWEL to his LOVE. Being the same ODE.,o5153-w0710,pers00123
